Id,ActivityDateTime,Value_mean,Value_sum,Value_max,Value_min
5577150313,2016-04-01 00:00:00,1.0333333333333334,62,2.0,1.0
5577150313,2016-04-01 01:00:00,1.0,60,1.0,1.0
5577150313,2016-04-01 02:00:00,1.05,63,2.0,1.0
5577150313,2016-04-01 03:00:00,1.0166666666666666,61,2.0,1.0
5577150313,2016-04-01 04:00:00,1.0166666666666666,61,2.0,1.0
5577150313,2016-04-01 05:00:00,1.0,14,1.0,1.0
5577150313,2016-04-01 06:00:00,,0,,
5577150313,2016-04-01 07:00:00,,0,,
5577150313,2016-04-01 08:00:00,,0,,
5577150313,2016-04-01 09:00:00,,0,,
5577150313,2016-04-01 10:00:00,,0,,
5577150313,2016-04-01 11:00:00,,0,,
5577150313,2016-04-01 12:00:00,,0,,
5577150313,2016-04-01 13:00:00,,0,,
5577150313,2016-04-01 14:00:00,,0,,
5577150313,2016-04-01 15:00:00,,0,,
5577150313,2016-04-01 16:00:00,,0,,
5577150313,2016-04-01 17:00:00,,0,,
5577150313,2016-04-01 18:00:00,,0,,
5577150313,2016-04-01 19:00:00,,0,,
5577150313,2016-04-01 20:00:00,,0,,
5577150313,2016-04-01 21:00:00,1.2307692307692308,16,3.0,1.0
5577150313,2016-04-01 22:00:00,1.0333333333333334,62,2.0,1.0
5577150313,2016-04-01 23:00:00,1.0166666666666666,61,2.0,1.0
5577150313,2016-04-02 00:00:00,1.818181818181818,20,3.0,1.0
5577150313,2016-04-02 01:00:00,1.0166666666666666,61,2.0,1.0
5577150313,2016-04-02 02:00:00,1.1333333333333333,68,3.0,1.0
5577150313,2016-04-02 03:00:00,1.1,66,2.0,1.0
5577150313,2016-04-02 04:00:00,1.0833333333333333,65,2.0,1.0
5577150313,2016-04-02 05:00:00,1.0666666666666669,64,2.0,1.0
5577150313,2016-04-02 06:00:00,1.0,3,1.0,1.0
5577150313,2016-04-02 07:00:00,,0,,
5577150313,2016-04-02 08:00:00,,0,,
5577150313,2016-04-02 09:00:00,,0,,
5577150313,2016-04-02 10:00:00,,0,,
5577150313,2016-04-02 11:00:00,,0,,
5577150313,2016-04-02 12:00:00,,0,,
5577150313,2016-04-02 13:00:00,,0,,
5577150313,2016-04-02 14:00:00,,0,,
5577150313,2016-04-02 15:00:00,,0,,
5577150313,2016-04-02 16:00:00,,0,,
5577150313,2016-04-02 17:00:00,,0,,
5577150313,2016-04-02 18:00:00,,0,,
5577150313,2016-04-02 19:00:00,,0,,
5577150313,2016-04-02 20:00:00,,0,,
5577150313,2016-04-02 21:00:00,,0,,
5577150313,2016-04-02 22:00:00,1.0,11,1.0,1.0
5577150313,2016-04-02 23:00:00,1.0333333333333334,62,2.0,1.0
5577150313,2016-04-03 00:00:00,1.0833333333333333,65,2.0,1.0
5577150313,2016-04-03 01:00:00,1.1,66,3.0,1.0
5577150313,2016-04-03 02:00:00,1.05,63,2.0,1.0
5577150313,2016-04-03 03:00:00,1.0333333333333334,62,2.0,1.0
5577150313,2016-04-03 04:00:00,1.0238095238095235,43,2.0,1.0
5577150313,2016-04-03 05:00:00,,0,,
5577150313,2016-04-03 06:00:00,,0,,
5577150313,2016-04-03 07:00:00,,0,,
5577150313,2016-04-03 08:00:00,,0,,
5577150313,2016-04-03 09:00:00,,0,,
5577150313,2016-04-03 10:00:00,,0,,
5577150313,2016-04-03 11:00:00,,0,,
5577150313,2016-04-03 12:00:00,,0,,
5577150313,2016-04-03 13:00:00,,0,,
5577150313,2016-04-03 14:00:00,,0,,
5577150313,2016-04-03 15:00:00,,0,,
5577150313,2016-04-03 16:00:00,,0,,
5577150313,2016-04-03 17:00:00,,0,,
5577150313,2016-04-03 18:00:00,,0,,
5577150313,2016-04-03 19:00:00,,0,,
5577150313,2016-04-03 20:00:00,,0,,
5577150313,2016-04-03 21:00:00,1.0,13,1.0,1.0
